C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2022/10/20,00:00:09,0000000373215173,DISPATCHSCADA,0000000373215167
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",ROMA_7,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",ROMA_8,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RRSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_NSW1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_NSW2,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_NSW3,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_NSW4,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_NSW5,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_NSW6,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_QLD1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_SA1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_SA2,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_SA3,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_SA4,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_SA5,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_SA6,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_TAS1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC10,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC11,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC12,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC2,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC3,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC4,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC5,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC6,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC7,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC8,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RT_VIC9,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",RUGBYR1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SALTCRK1,11.03
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SAPHWF1,214.854660
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SEBSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SHGEN,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SHPUMP,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SITHE01,0.153860
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SMCSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SNAPPER1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SNOWNTH1,134.600010
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SNOWSTH1,105.50
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SNOWTWN1,90.7724
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SNOWYP,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SNUG1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SRSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",STAN-1,281.594240
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",STAN-2,364.602330
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",STAN-3,362.756560
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",STAN-4,364.153690
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",STARHLWF,27.0921
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",STOCKYD1,326.399990
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",STWF1,184.161130
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SUNRSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SUNTPSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",SWAN_E,242.856870
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TALWA1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TARALGA1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TARONG#1,349.399990
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TARONG#2,348.899990
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TARONG#3,0.90
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TARONG#4,225.100010
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TARRALEA,54
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TBSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TNPS1,349
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TORRB1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TORRB2,40
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TORRB3,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TORRB4,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TREVALLN,100.063130
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TRIBUTE,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TUMUT3,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TUNGATIN,4.630020
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TVCC201,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",TVPP104,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",UPPTUMUT,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",URANQ11,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",URANQ12,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",URANQ13,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",URANQ14,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VBBG1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VBBL1,82.60
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VP5,617.377260
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VP6,634.247860
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VPGS1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VPGS2,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VPGS3,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VPGS4,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VPGS5,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",VPGS6,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",W/HOE#1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",W/HOE#2,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WAGGNSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WALGRVG1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WALGRVL1,0.030720
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WANDBG1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WANDBL1,0.231140
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WARWSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WARWSF2,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WATERLWF,73
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WDGPH1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WELLSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WEMENSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WGWF1,79
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WHITSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WINTSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WKIEWA1,33.90
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WKIEWA2,34
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WOODLWN1,24.535040
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WOOLGSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WPWF,55.03
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WRSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WRWF1,91.582820
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",WSTWYSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YABULU,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YABULU2,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YARANSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YARWUN_1,159.25
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YATSF1,0
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YENDWF1,54.29
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YWPS1,364.911410
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YWPS2,356.891140
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YWPS3,358.259490
D,DISPATCH,UNIT_SCADA,1,"2022/10/20 00:05:00",YWPS4,0
C,"END OF REPORT",419
